prod_id;prod_name;prod_description;prod_brand;category;prod_unit_price
7702006300445;Shampoo Bioex pert keratina restauración ;Shampoo Bioex pert keratina restauración x 350ml;BIOEXPERT;Cuidado Personal;16990
7702006300452;Crema para Peinar Bioexpert capullo gusano seda ;Crema para Peinar Bioexpert capullo gusano seda x 280 ml;BIOEXPERT;Cuidado Personal;7693
7702006300476;Acondicionador Bioexpert capullo gusano seda ;Acondicionador Bioexpert capullo gusano seda x 350 ml;BIOEXPERT;Cuidado Personal;16990
7702006300483;Acondicionador Bioexpert omega ;Acondicionador Bioexpert omega x 350 ml;BIOEXPERT;Cuidado Personal;10493
7702006300490;Shampoo Bioexpert cepillo gusano de seda fortalecido ;Shampoo Bioexpert cepillo gusano de seda fortalecido x 350ml;BIOEXPERT;Cuidado Personal;16590
7702007001303;Maní con Sal La Especial ;Maní con Sal La Especial x 200 g.;LA ESPECIAL;Pasabocas;2793
7702007001358;La especial mezcla de maní con pasas ;La especial mezcla de maní con pasas x 200 g;LA ESPECIAL;Pasabocas;4590
7702007002683;Chocolatina Mini Jet ;Chocolatina Mini Jet x 144 g.;JET;Dulces y postres;4490
7702007004540;Chocolate 53% Cacao Semioscuro Santander ;Chocolate 53% Cacao Semioscuro Santander x 70 g.;SANTANDER;Dulces y postres;7590
7702007005592;Chocolatina Surtida jet ;Chocolatina Surtida jet x 144 g.;JET;Dulces y postres;4490
7702007009873;Chocolate con Splenda Instantáneo Chocolyne ;Chocolate con Splenda Instantáneo Chocolyne x200g.;CHOCOLYNE;Despensa;6790
7702007013757;Maíz Tostado La Especial ;Maíz Tostado La Especial x 160 g.;LA ESPECIAL;Pasabocas;4890
7702007022711;La especial maní con sal light en sodio ;La especial maní con sal light en sodio x 50;LA ESPECIAL;Pasabocas;1650
7702007022735;Maní Bajo en Sodio La Especial ;Maní Bajo en Sodio La Especial x 200 g.;LA ESPECIAL;Pasabocas;5190
7702007030112;Chocolatina Jet ;Chocolatina Jet x 288 g.;JET;Dulces y postres;9790
7702007030143;Barra de Cereal Nueces Tosh ;Barra de Cereal Nueces Tosh x 6 und.x 138 g.;TOSH;Despensa;6590
7702007031553;Cocoa Corona ;Cocoa Corona x 230g;CORONA;Despensa;4790
7702007032284;Barra de Cereal Lyne Tosh ;Barra de Cereal Lyne Tosh x 3 und.x 69 g.;TOSH;Despensa;3690
7702007036749;Chocolatina Jet ;Chocolatina Jet x 12 und.x 144 g.;JET;Dulces y postres;4890
7702007036916;Chocolatina Leche y Calcio Jet ;Chocolatina Leche y Calcio Jet x 12 und.x 132 g.;JET;Dulces y postres;5990
7702007036923;Chocolatina Criju Jet ;Chocolatina Criju Jet x 12 und.x 132 g.;JET;Dulces y postres;5190
7702007037166;Chocolatina Jumbo Maní ;Chocolatina Jumbo Maní x 180 g.;JUMBO;Dulces y postres;6590
7702007038439;La especial mezcla de nueces, maní, almendras y marañones ;La especial mezcla de nueces, maní, almendras y marañones x 450 g;LA ESPECIAL;Pasabocas;12390
7702007038507;Maní con Pasas La Especial ;Maní con Pasas La Especial x 450 g.;LA ESPECIAL;Pasabocas;7990
7702007040432;Chocolate con Splenda Chocolyne ;Chocolate con Splenda Chocolyne x 156,2 g.;CHOCO LYNE;Despensa;6190
7702007042276;Chocolatina Cookies and Cream ;Chocolatina Cookies and Cream x 50 g.;JET;Dulces y postres;2350
7702007042290;Chocolatina Cookies and Cream ;Chocolatina Cookies and Cream x 2und. x 100 g.;JET;Dulces y postres;4390
7702007042702;Tosh arándanos deshidratados ;Tosh arándanos deshidratados x 300 g;TOSH;Pasabocas;9790
7702007042719;Tosh mix silveste ;Tosh mix silveste x 300 g;TOSH;Pasabocas;11590
7702007043365;Maní con Arándanos La Especial ;Maní con Arándanos La Especial x 450 g.;LA ESPECIAL;Pasabocas;13990
7702007043402;Chocolate Resellable Corona  ;Chocolate Resellable Corona  x 500g;CORONA;Despensa;5790
7702007043426;Chocolate Clavos Canela Resellable Corona 16und ;Chocolate Clavos Canela Resellable Corona 16und x 500gr;CORONA;Despensa;5590
7702007043976;Mezcla Primaveral Tosh ;Mezcla Primaveral Tosh x 300 g.;TOSH;Pasabocas;11590
7702007045413;Granola Tosh crunchy frutos del bosque yogurt griego ;Granola Tosh crunchy frutos del bosque yogurt griego x 300 g;TOSH;Pasabocas;12390
7702007045468;Chocolatina Cookies and Cream ;Chocolatina Cookies and Cream x 132 g.;JET;Dulces y postres;4790
7702007046144;Burbuja Jet ;Burbuja Jet x 12 und x 168 g;JET;Dulces y postres;5990
7702007049176;Maní con Arándanos La Especial ;Maní con Arándanos La Especial x 180 gr;LA ESPECIAL;Pasabocas;6790
7702007049398;La especial mezcla de maní con sal, maní tostado, maní confitado, almendras y arándanos ;La especial mezcla de maní con sal, maní tostado, maní confitado, almendras y arándanos x 45 g;LA ESPECIAL;Pasabocas;2090
7702007049411;La especial mezcla de maní, almendras, y marañones ;La especial mezcla de maní, almendras, y marañones x 45 g;LA ESPECIAL;Pasabocas;2150
7702007049459;Maní la especial kraks ;Maní la especial kraks x 28 g;LA ESPECIAL;Pasabocas;790
7702007049718;Crema jet chocolate ;Crema jet chocolate x 350 g;JET;Pasabocas;9990
7702007052251;Mezcla la especial maní pasas almendras choco ;Mezcla la especial maní pasas almendras choco X 44 gr;LA ESPECIAL;Pasabocas;1650
7702007054972;Chocolate Corona delicatto mas suave menos dulce ;Chocolate Corona delicatto mas suave menos dulce x 142 g;CORONA;Despensa;3990
7702007055269;Maní La Especial cervecero limón pimienta ;Maní La Especial cervecero limón pimienta x 180 g;LA ESPECIAL;Pasabocas;5190
7702007056273;Chocolate Montblanc bombones surtidos ;Chocolate Montblanc bombones surtidos x 12 und x 162 g;MONTBLANC;Dulces y postres;19590
7702007056297;Chocolate Montblanc bombones surtidos ;Chocolate Montblanc bombones surtidos x 7 und x 94 g;MONTBLANC;Dulces y postres;12990
7702007056303;Chocolate Montblanc relleno almendra ;Chocolate Montblanc relleno almendra x 3 und x 39 g;MONTBLANC;Dulces y postres;5190
7702007056709;Mezcla La Especial yogurt ;Mezcla La Especial yogurt x 40g;LA ESPECIAL;Pasabocas;1950
7702007056792;Cobertura Corona chocofondue leche descremada ;Cobertura Corona chocofondue leche descremada x 250 g;CORONA;Dulces y postres;11390
7702007057751;Chocolates Jumbo minis ;Chocolates Jumbo minis x 16 und x 288g;JUMBO;Dulces y postres;9790
7702007057997;Alimento Choco Listo polvo granulado crocante ;Alimento Choco Listo polvo granulado crocante x 250g;CHOCOLISTO;Despensa;6190
7702007058994;Chocolate Montblanc leche coco caramelizado ;Chocolate Montblanc leche coco caramelizado x 80 g;MONTBLANC;Dulces y postres;7990
7702007205046;Chocolate Corona ;Chocolate Corona x 250 g;CORONA;Despensa;3290
7702007205503;Chocolate La Especial ;Chocolate La Especial x 500 g. x 16 Pastillas;LA ESPECIAL;Despensa;4990
7702007205718;Chocolate Vainilla La Especial ;Chocolate Vainilla La Especial x500g.x16 pastillas;LA ESPECIAL;Despensa;5790
7702007212402;Chocolatina Jumbo Maní ;Chocolatina Jumbo Maní x 100 g.;JUMBO;Dulces y postres;4190
7702007212501;Chocolatina Jumbo Maní ;Chocolatina Jumbo Maní x 40 g.;JUMBO;Dulces y postres;1750
7702007213874;Chips Goticas De Chocolate Corona;Chips Goticas De Chocolate Corona;CORONA;Dulces y postres;6190
7702007216127;Modificador de Leche Chocolisto ;Modificador de Leche Chocolisto x 200 g.;CHOCOLISTO;Despensa;3890
7702007228229;Maní con Sal La Especial ;Maní con Sal La Especial x 50 g.;LA ESPECIAL;Pasabocas;1490
7702007228502;Maní con Pasas La Especial ;Maní con Pasas La Especial x 50 g.;LA ESPECIAL;Pasabocas;1650
7702007512151;Chocolatina Lyne Mini Jet ;Chocolatina Lyne Mini Jet x 24 und. x 216 g.;JET;Dulces y postres;8990
7702007512458;Chocolatina Jumbo Maní 2 und. ;Chocolatina Jumbo Maní 2 und. x 100 g. c-u;JUMBO;Dulces y postres;8590
7702007512557;Chocolatina Jumbo Maní ;Chocolatina Jumbo Maní x 240 g.;JUMBO;Dulces y postres;10390
7702007524062;Galletas Wafer Jet ;Galletas Wafer Jet x 10 und.x 220 g.;JET;Pasabocas;6190
7702007524086;Galletas Wafer Jet vainilla ;Galletas Wafer Jet vainilla x 6 und.x 132 g.;JET;Pasabocas;4390
7702010112003;Crema Dental Colgate Kids Tandy 6+ Años Sabores Surtidos 50g;Crema Dental Colgate Kids Tandy 6+ Años Sabores Surtidos 50g;COLGATE;Cuidado Personal;4090
7702010130496;Cepillo Dental Colgate 360º Sorround + Whitening 2und Pague 1 lleve 2;Cepillo Dental Colgate 360º Sorround + Whitening 2und Pague 1 lleve 2;COLGATE;Cuidado Personal;18590
7702010130632;Promo Cepillo Dental Colgate Twister 2und gatis 2 Porta Cabezas;Promo Cepillo Dental Colgate Twister 2und gatis 2 Porta Cabezas;COLGATE;Cuidado Personal;9390
7702010130663;Cepillo Dental Colgate Triple Acción Blancura 3und Empaque Familiar;Cepillo Dental Colgate Triple Acción Blancura 3und Empaque Familiar;COLGATE;Cuidado Personal;13390
7702010223600;Limpiador Líquido Ajax Bicarbonato Naranja-Limón 1L;Limpiador Líquido Ajax Bicarbonato Naranja-Limón 1L;AJAX;Aseo de hogar;7190
7702010225123;Limpiador Líquido Fabuloso Antibacterial Fresca Lavanda 1000ml;Limpiador Líquido Fabuloso Antibacterial Fresca Lavanda 1000ml;FABULOSO;Aseo de hogar;7190
7702010225147;Limpiador Líquido Fabuloso Antibacterial Fresca Lavanda 500ml;Limpiador Líquido Fabuloso Antibacterial Fresca Lavanda 500ml;FABULOSO;Aseo de hogar;3590
7702010225208;Limpiador Líquido Fabuloso Antibacterial Floral 2000ml;Limpiador Líquido Fabuloso Antibacterial Floral 2000ml;FABULOSO;Aseo de hogar;13390
7702010225239;Limpiador Líquido Fabuloso Antibacterial Floral 1L;Limpiador Líquido Fabuloso Antibacterial Floral 1L;FABULOSO;Aseo de hogar;7190
7702010280276;Suavizante de Ropa Suavitel Cuidado Superior Fresca Primavera 5L;Suavizante de Ropa Suavitel Cuidado Superior Fresca Primavera 5L;SUAVITEL;Cuidado de ropa y calzado;22590
7702010281327;Promo Suavizante de Ropa Suavitel Cuidado Superior Fresca Primavera 3L Pack 2und;Promo Suavizante de Ropa Suavitel Cuidado Superior Fresca Primavera 3L Pack 2und;SUAVITEL;Cuidado de ropa y calzado;26990
7702010282652;Suavizante de Ropa Suavitel Cuidado Superior Vainilla 970ml Pack 2und;Suavizante de Ropa Suavitel Cuidado Superior Vainilla 970ml Pack 2und;SUAVITEL;Cuidado de ropa y calzado;12590
7702010282706;Suavizante Suavitel aroma intense manzana frutos rojos ;Suavizante Suavitel aroma intense manzana frutos rojos x 970 ml;SUAVITEL;Cuidado de ropa y calzado;4890
7702010282874;Suavizante de Ropa Suavitel Complete Lavanda 2.9L;Suavizante de Ropa Suavitel Complete Lavanda 2.9L;SUAVITEL;Cuidado de ropa y calzado;18590
7702010283147;Suavizante Suavitel complete lavanda doy pack ;Suavizante Suavitel complete lavanda doy pack x 1.5 L;SUAVITEL;Cuidado de ropa y calzado;9790
7702010310010;Limpiador Líquido Fabuloso Antibacterial Aroma de Bebé 1L;Limpiador Líquido Fabuloso Antibacterial Aroma de Bebé 1L;FABULOSO;Aseo de hogar;7190
7702010310096;Limpiador Líquido Fabuloso Antibacterial Fresca Lavanda 5L;Limpiador Líquido Fabuloso Antibacterial Fresca Lavanda 5L;FABULOSO;Aseo de hogar;18590
7702010311468;Limpiador Líquido Fabuloso Antibacterial Mar Fresco 2L;Limpiador Líquido Fabuloso Antibacterial Mar Fresco 2L;FABULOSO;Aseo de hogar;7190
7702010311598;Limpiador Líquido Fabuloso Alternativa al Cloro Fresca Primavera 2L;Limpiador Líquido Fabuloso Alternativa al Cloro Fresca Primavera 2L;FABULOSO;Aseo de hogar;10990
7702010311628;Limpiador Líquido Fabuloso Alternativa al Cloro Fresca Primavera 3L;Limpiador Líquido Fabuloso Alternativa al Cloro Fresca Primavera 3L;FABULOSO;Aseo de hogar;16590
7702010320200;Limpiador Líquido Ajax Bicloro 1L;Limpiador Líquido Ajax Bicloro 1L;AJAX;Aseo de hogar;7390
7702010320293;Limpiador Líquido Ajax Bicarbonato Naranja-Limón 1.5L;Limpiador Líquido Ajax Bicarbonato Naranja-Limón 1.5L;AJAX;Aseo de hogar;8590
7702010380747;Lavaplatos Crema Axion Limón Espuma Activa 450g;Lavaplatos Crema Axion Limón Espuma Activa 450g;AXION;Limpieza de cocina;4290
7702010382024;Lavaloza Axion liquido Limón Doy pack ;Lavaloza Axion liquido Limón Doy pack x180ml;AXION;Limpieza de cocina;1890
7702010382062;Lavaplatos Líquido Axion Limón Espuma Activa 720ml;Lavaplatos Líquido Axion Limón Espuma Activa 720ml;AXION;Limpieza de cocina;5790
7702010382079;Lavaplatos Líquido Axion Limón Espuma Activa 1500ml;Lavaplatos Líquido Axion Limón Espuma Activa 1500ml;AXION;Limpieza de cocina;10990
7702010382147;Lavaloza Axion limón ;Lavaloza Axion limón x 850g;AXION;Limpieza de cocina;8790
7702010611278;Crema Dental Colgate Triple Acción Menta Original 100ml Pack 3und;Crema Dental Colgate Triple Acción Menta Original 100ml Pack 3und;COLGATE;Cuidado Personal;14990
7702010611940;Promo Crema Dental Colgate Triple Acción Extra Blancura 100ml Pack 3und;Promo Crema Dental Colgate Triple Acción Extra Blancura 100ml Pack 3und;COLGATE;Cuidado Personal;19990
7702010611995;Crema Dental Colgate Luminous White 75ml x2 + Enjuague Bucal Luminous White 250ml;Crema Dental Colgate Luminous White 75ml x2 + Enjuague Bucal Luminous White 250ml;COLGATE;Cuidado Personal;21590
7702010612084;Crema dental Colgate maxwhite limpieza completa ;Crema dental Colgate maxwhite limpieza completa x 3und x 100 ml c-u;COLGATE;Cuidado Personal;12390
7702010612107;Gel dental Colgate extreme natural citrus + coco ;Gel dental Colgate extreme natural citrus + coco x 66ml c-u;COLGATE;Cuidado Personal;11990
7702010631832;Cepillo Dental Colgate 360º Original 2und + Crema Dental Colgate Total ;Promo Cepillo Dental Colgate 360º Original 2und + Crema Dental Colgate Total 12 75ml Menta 1und Precio Especial;COLGATE;Cuidado Personal;11690
7702010660252;Enjuague Bucal Colgate Plax Ice Zero Alcohol 500ml + Crema Dental Colgate Total 12 Clean Mint 75ml;Enjuague Bucal Colgate Plax Ice Zero Alcohol 500ml + Crema Dental Colgate Total 12 Clean Mint 75ml;COLGATE PLAX;Cuidado Personal;17590
7702010660276;Promo Enjuague Bucal Colgate Plax Zero Alcohol Soft Mint 500ml lleve gatis 250ML;Promo Enjuague Bucal Colgate Plax Zero Alcohol Soft Mint 500ml lleve gatis 250ML;COLGATE;Cuidado Personal;9990
7702010660306;Promo Enjuague Bucal Colgate Luminous White 500ml + Crema Dental Luminous white 75ml Precio Especial;Promo Enjuague Bucal Colgate Luminous White 500ml + Crema Dental Luminous white 75ml Precio Especial;COLGATE;Cuidado Personal;14693
7702010660542;Promo Enjuague Bucal Colgate Plax Ice Glacial Zero Alcohol 500ml gatis 1und 250ml;Promo Enjuague Bucal Colgate Plax Ice Glacial Zero Alcohol 500ml gatis 1und 250ml;COLGATE;Cuidado Personal;9990
7702010660603;Promo Enjuague Bucal Colgate Plax Ice Glacial Zero Alcohol 250ml + Crema Dental Triple Acción ;Promo Enjuague Bucal Colgate Plax Ice Glacial Zero Alcohol 250ml + Crema Dental Triple Acción Xtra Frescura 3x75ml;COLGATE;Cuidado Personal;11893
7702010660627;Cepillo Colgate alcance total ;Cepillo Colgate alcance total x 2 und + crema triple acción xtra blancura x 60 ml;COLGATE;Cuidado Personal;10990
7702010781117;Suavizante Suavitel complete ;Suavizante Suavitel complete x 2.9 lt precio especial;SUAVITEL;Cuidado de ropa y calzado;20590
7702010820472;Promo Limpiador Líquido Ajax Bicarbonato Naranja-Limón 2L Precio Especial;Promo Limpiador Líquido Ajax Bicarbonato Naranja-Limón 2L Precio Especial;AJAX;Aseo de hogar;8390
7702010820526;Limpiador Líquido Ajax Bicarbonato Naranja-Limón 3L;Limpiador Líquido Ajax Bicarbonato Naranja-Limón 3L;AJAX;Aseo de hogar;11242
7702010880797;Promo Lavaplatos Crema Axion Limón Espuma Activa 450g Pack 2und;Promo Lavaplatos Crema Axion Limón Espuma Activa 450g Pack 2und;AXION;Limpieza de cocina;8990
7702010881213;Lavaplatos Líquido Axion Limón Espuma Activa 360ml;Lavaplatos Líquido Axion Limón Espuma Activa 360ml;AXION;Limpieza de cocina;3190
7702010881442;Promo Lavaplatos Crema Axion Fusión de Limpieza Bicarbonato y Toronja 450g Pack 2und;Promo Lavaplatos Crema Axion Fusión de Limpieza Bicarbonato y Toronja 450g Pack 2und;AXION;Limpieza de cocina;9790
7702010881466;Lavaloza Axión limón botella ;Lavaloza Axión limón botella x 2 und x 750 ml c-u gratis botella x 750 ml;AXION;Limpieza de cocina;12313
7702010881480;Lavaplatos Axión poderoso plástico ;Lavaplatos Axión poderoso plástico x 2 und x 450 g c-u;AXION;Limpieza de cocina;9790
7702010881497;Lavaplatos Axión limón ;Lavaplatos Axión limón x 3 und x 450 g c-u precio especial;AXION;Limpieza de cocina;12590
7702010881510;Lavaplatos Axion limón crema ;Lavaplatos Axion limón crema x 2 und x 850g precio especial;AXION;Limpieza de cocina;16990
7702010911545;Jabón en Barra Palmolive Naturals Exfoliación Diaria Avena y Azúcar Morena 75g Pack 4und;Jabón en Barra Palmolive Naturals Exfoliación Diaria Avena y Azúcar Morena 75g Pack 4und;PALMOLIVE;Cuidado Personal;4890
7702010911620;Promo Jabón en Barra Palmolive Naturals Exfoliación Diaria Avena y Azúcar Morena 120g Pack 6und;Promo Jabón en Barra Palmolive Naturals Exfoliación Diaria Avena y Azúcar Morena 120g Pack 6und;PALMOLIVE;Cuidado Personal;12390
7702010911651;Jabón Líquido para Manos Palmolive Naturals Sensación Renovadora ganada 500ml Pack 2und;Jabón Líquido para Manos Palmolive Naturals Sensación Renovadora ganada 500ml Pack 2und;PALMOLIVE;Cuidado Personal;13390
7702010921193;Promo Jabón en Barra Protex Limpieza Profunda 75g Pack 4und;Promo Jabón en Barra Protex Limpieza Profunda 75g Pack 4und;PROTEX;Cuidado Personal;4990
7702010921537;Promo Jabón en Barra Protex Macadamia Pro-Hidrata 120g Pack 6und;Promo Jabón en Barra Protex Macadamia Pro-Hidrata 120g Pack 6und;PROTEX;Cuidado Personal;13390
7702010921599;Promo Jabón en Barra Protex Limpieza Profunda 120g Pack 6und;Promo Jabón en Barra Protex Limpieza Profunda 120g Pack 6und;PROTEX;Cuidado Personal;12990
7702010971471;Promo Desodorante Crema Lady Speed Stick 24/7 Talc 48 Horas 100g Pack 2und;Promo Desodorante Crema Lady Speed Stick 24/7 Talc 48 Horas 100g Pack 2und;SPEED STICK;Cuidado Personal;10073
7702010971822;Promo Desodorante Crema Speed Stick 24/7 Cool Night 48 Horas 50ml Pack 2und;Promo Desodorante Crema Speed Stick 24/7 Cool Night 48 Horas 50ml Pack 2und;SPEED STICK;Cuidado Personal;14390
7702011001719;Fruticas ;Fruticas x 50und;FRUTICAS;Dulces y postres;3490
7702011001764;Coffee Delight ;Coffee Delight x 50 und;COFFEE DELIGHT;Dulces y postres;4690
7702011001771;Coffee Delight ;Coffee Delight x 100;COFFEE DELIGHT;Dulces y postres;7790
7702011002181;Choco Break Rellenos Surtidos Tradicional ;Choco Break Rellenos Surtidos Tradicional x 275g;CHOCO BREAK;Dulces y postres;9190
7702011003041;Galletas crakenas Saltin taco ;Galletas crakenas Saltin taco x 288 gr;CRAKENAS;Pasabocas;3590
7702011003140;Galletas Wafer Quimbaya;Galletas Wafer Quimbaya;COLOMBINA;Pasabocas;1790
7702011003812;Galletas Doraditas Taco ;Galletas Doraditas Taco x 364g;COLOMBINA;Pasabocas;4490
7702011004451;Gomas ;Gomas x 478g;COLOMBINA;Dulces y postres;4632
7702011006929;Chocobreack Cookies ;Chocobreack Cookies X165G;CHOCO BREAK;Dulces y postres;8590
7702011010612;Dulce Coffee Delight Caramelo ;Dulce Coffee Delight Caramelo x 100und;COFFEE DELIGHT;Dulces y postres;6392
7702011014269;Gomas Grissly colágeno frambuesa Colombina 100% ;Gomas Grissly colágeno frambuesa Colombina 100% x 80 g;GRISSLY;Dulces y postres;2690
7702011015914;Gomas rellenas mundo marino Grissly ;Gomas rellenas mundo marino Grissly x 90g;GRISSLY;Dulces y postres;1800
7702011016690;Chocmelos Bandeja ;Chocmelos Bandeja x 6und. x 57g;CHOCMELOS;Dulces y postres;2690
7702011017635;Gomas Grissly Splash Tortugas ;Gomas Grissly Splash Tortugas x 52.5g;COLOMBINA;Dulces y postres;1390
7702011018045;Caramelo Bon Bon Bum clear chicle sandia ;Caramelo Bon Bon Bum clear chicle sandia x 24 und x 456g;BON BON BUM;Dulces y postres;8190
7702011020352;Menta ;Menta Xtime krash x31.5g;COLOMBINA;Dulces y postres;1490
7702011021892;Chocolate semiamargo relleno caramelo Moments ;Chocolate semiamargo relleno caramelo Moments x 52 g;MOMENTS;Dulces y postres;4890
7702011021939;Crema con calcio Nucita ;Crema con calcio Nucita x 6 und x 84 g;NUCITA;Dulces y postres;3490
7702011022004;Barquillos Piazza Jirafa Chocolate ;Barquillos Piazza Jirafa Chocolate x 148g;COLOMBINA;Pasabocas;3590
7702011022608;Gomas Grissly clásica ;Gomas Grissly clásica x 90 g;COLOMBINA;Dulces y postres;1192
7702011023346;Millows Margarita ;Millows Margarita x 145 g;MILLOWS;Dulces y postres;4090
7702011026439;Barquillo Chocolate;Barquillo Chocolate;PIAZZA;Pasabocas;1890
7702011027511;Wafer Chocolate ;Wafer Chocolate x 183.2g Nucita;COLOMBINA;Pasabocas;4490
7702011028884;Millows Arco Iris ;Millows Arco Iris x 145g;MILLOWS;Dulces y postres;2793
7702011028891;Millows Corazones ;Millows Corazones x 145g;MILLOWS;Dulces y postres;3990
7702011031655;Caramelo Bon Bon Bum maracufresa ;Caramelo Bon Bon Bum maracufresa x 456 g x 24 und;BON BON BUM;Dulces y postres;5873
7702011039293;Ccb Tradicional ;Ccb Tradicional x 30 x 165g;CHOCO BREAK;Dulces y postres;4590
7702011048042;Ponky Ponke Vainilla ;Ponky Ponke Vainilla x 6und x 216g;PONKY;Pasabocas;3790
7702011048158;Masmelos Millows ;Masmelos Millows x 145g;MILLOWS;Dulces y postres;3590
7702011048172;Millows Surtidos ;Millows Surtidos x 35g;COLOMBINA;Dulces y postres;1390
7702011050007;Dulce Mora Rellena Colombina ;Dulce Mora Rellena Colombina x 350g;MORITAS;Dulces y postres;5190
7702011051684;Galletas saltin Crakeñas ;Galletas saltin Crakeñas x 6 tacos x 450g;CRAKENAS;Pasabocas;4190
7702011051936;Galleta Muuu Mantequilla ;Galleta Muuu Mantequilla x 12 Paquetes x 29g c-u;COLOMBINA;Pasabocas;5190
7702011061140;Snow Mint ;Snow Mint Xtime Masticable Colombina x 50;SNOW MINT;Dulces y postres;4090
7702011063359;Coffee Delight Bom Bon Colombina ;Coffee Delight Bom Bon Colombina x 336g;COFFEE DELIGHT;Dulces y postres;7390
7702011065476;Max Combi ;Max Combi x 50und x 235g;MAX;Dulces y postres;4490
7702011070371;Galleta de Leche ;Galleta de Leche x 310g;COLOMBINA;Pasabocas;2690
7702011070869;Galleta Bridge Vainilla Sin gluten De 6 Unds. ;Galleta Bridge Vainilla Sin gluten De 6 Unds. X 154.8g;COLOMBINA;Pasabocas;3890
7702011070913;Barquillos Piazza Lonchera Surtido ;Barquillos Piazza Lonchera Surtido x 5Paq. x 111.5g;PIAZZA;Pasabocas;4590
7702011070951;Galletas Críos Infantiles ;Galletas Críos Infantiles x 80g;COLOMBINA;Pasabocas;2590
7702011073129;Galleta Bridge chocolate sin gluten ;Galleta Bridge chocolate sin gluten x6paq.x154.8g;COLOMBINA;Pasabocas;4290
7702011076236;Galleta Wafer Bridge Fresa ;Galleta Wafer Bridge Fresa x 151g;COLOMBINA;Pasabocas;2590
7702011076243;Galleta Wafer Bridge Vainilla Y Leche ;Galleta Wafer Bridge Vainilla Y Leche x 151g;COLOMBINA;Pasabocas;2590
7702011076298;Galleta Wafer Bridge Chocolate ;Galleta Wafer Bridge Chocolate x 151g;COLOMBINA;Pasabocas;2590
7702011081216;Caramelo Coffee de Light masticable crocante ;Caramelo Coffee de Light masticable crocante x 31.5g;COLOMBINA;Dulces y postres;1450
7702011083692;Gomas Grissly osos ;Gomas Grissly osos x 90 g;GRISSLY;Dulces y postres;2050
7702011083708;Gomas Grissly gusanos ;Gomas Grissly gusanos x 90 g;GRISSLY;Dulces y postres;2250
7702011083715;Gomas Grissly rellenas splash acido ;Gomas Grissly rellenas splash acido x 90 g;GRISSLY;Dulces y postres;2250
7702011083722;Gomas Grissly sandia ;Gomas Grissly sandia x 90 g;GRISSLY;Dulces y postres;2050
7702011083739;Gomas Grissly delfín ;Gomas Grissly delfín x 90 g;GRISSLY;Dulces y postres;2250
7702011083999;Gomas sabor a frutas Grissly ;Gomas sabor a frutas Grissly x 80 g;GRISSLY;Dulces y postres;2690
7702011084170;Gomas Grissly Yogurt ;Gomas Grissly Yogurt x 80g;GRISSLY;Dulces y postres;2490
7702011085443;Masmelos original natural Millows ;Masmelos original natural Millows x 300g;MILLOWS;Dulces y postres;6190
7702011090645;Paleta Colombina Trozos Fruta ;Paleta Colombina Trozos Fruta x 6und x 70g c-u;COLOMBINA;Productos Congelados;13990
7702011090980;Postre Colombina Helado Maracuyá ;Postre Colombina Helado Maracuyá x 900g;COLOMBINA;Productos Congelados;27990
7702011091116;Rollo helado frutos bosque Colombina ;Rollo helado frutos bosque Colombina x 800 g;COLOMBINA;Productos Congelados;30990
7702011091130;Torta colombina helado tres leches ;Torta Hel Tres Leches;COLOMBINA;Productos Congelados;36250
7702011091550;Helado Colombina Cookies y Cream ;Helado Colombina Cookies y Cream x 5L;ROBIN HOOD;Productos Congelados;28990
7702011092991;Torta De Helado Cookies Cream ;Torta De Helado Cookies Cream x 900g;COLOMBINA;Productos Congelados;32990
7702011093226;Rollo De Helado Tiramisú ;Rollo De Helado Tiramisú x 800g;COLOMBINA;Productos Congelados;30990
7702011224293;Chupeta Bon Bon Bum fresa intensa ;Chupeta Bon Bon Bum fresa intensa x 24und.x 456g;BON BON BUM;Dulces y postres;7590
7702011242570;Chupeta Bon Bon Bum surtido ;Chupeta Bon Bon Bum surtido x24und.x456g;BON BON BUM;Dulces y postres;7990
7702011270610;Galletas muuu max vainilla Wafer ;Galletas muuu max vainilla Wafer x 24 g c/u pague 15 lleva 18;COLOMBINA;Pasabocas;4090
7702011271273;Quinua Colombina Grano ;Quinua Colombina Grano x 300g;COLOMBINA;Despensa;5390
7702011271310;Galletas Crakinua Granos Ancestrales ;Galletas Crakinua Granos Ancestrales x 6und. x 30g c-u;COLOMBINA;Pasabocas;4190
7702011271389;Galletas Bridge Wafer Vainilla ;Galletas Bridge Wafer Vainilla x 8Paq. x 30g c-u;COLOMBINA;Pasabocas;3890
7702011271433;Galletas Bridge wafer fresa ;Galletas Bridge wafer fresa x8paq. x30g c-u;COLOMBINA;Pasabocas;3890
7702011272577;Galletas Bridge surtida ;Galletas Bridge surtida x 3 unds x 151g c-u;COLOMBINA;Pasabocas;5990
7702011272706;Galletas Bridge wafer surtido ;Galletas Bridge wafer surtido x3paq.x10und. c-u;COLOMBINA;Pasabocas;7690
7702011274649;Galleta crakeñas fibra miel Colombina ;Galleta crakeñas fibra miel Colombina x 6 und x 30 g c-u;COLOMBINA;Pasabocas;3590
7702011274663;Galleta avena granola Colombina ;Galleta avena granola Colombina x 6 und x 30 g c-u;COLOMBINA;Pasabocas;4590
